timestamp_s,encoder_counts,micrometer_mm,actual_cps,duty_out
4.544300009001745e-05,0,1.9998,0.0,0.05
0.050109253999835346,13,1.9998,259.630193137663,0.0
0.10016641599941067,19,1.9998,119.88509732737487,0.0
0.15022228299949347,19,1.9998,0.0,0.04204847095349621
0.20027802000004158,20,1.9998,19.978165862419875,0.04205938802228628
0.2503386819998923,26,1.9998,119.8355712171881,0.00013286875866017414
0.3003949929998271,29,1.9998,59.94132822951125,0.028096433130779794
0.35045076699952915,30,2.0023,19.977752375307578,0.052084088234930506
0.4005086699999083,42,2.0008,239.68948706320154,0.0
0.4505686289994628,46,2.0007,79.90536328303172,0.016153558837217516
0.5006248099998629,46,2.0007,0.0,0.05811570415043021
0.5506806949997554,61,2.0007,299.66295708679763,0.0
0.6007362279997324,64,2.0007,59.935629134540164,0.018181593874480356
0.6507959279997522,64,2.0007,0.0,0.05215584552829642
0.7008518689999619,76,2.0007,239.7628313998112,0.0
0.7509164379998765,80,2.0007,79.89362962132024,0.00823274757765518
0.8009551759996612,80,2.0007,0.0,0.050190199426183274
0.8509812089996558,95,1.9949000000000001,299.80203471881293,0.0
0.9010181869998632,98,1.9947000000000001,59.962739153971526,0.010228626377316218
0.9510741459998826,98,1.9947000000000001,0.0,0.04421372203890483
1.00112953200005,108,1.9947000000000001,199.7778909352402,0.0
1.0511873059995196,110,1.9947000000000001,39.94876570865527,0.02426155009105317
1.1012435239999832,113,1.9947000000000001,59.94061802828125,0.020270747360374652
1.1512990940000236,115,1.9947000000000001,39.9544694842657,0.03426975982955431
1.201354480000191,117,1.9947000000000001,39.95710125730474,0.040272996994608214
1.2514123459995972,128,1.9947000000000001,219.71243597048547,0.0
1.301468971999384,129,1.9928000000000001,19.9798515185694,0.044294668141196855
1.3515243570000166,139,1.9897,199.78143910503528,0.0
1.401581704999444,141,1.9898,39.949371362398445,0.03233377915692187
1.4516393679996327,147,1.9898,119.8614138372124,0.0
1.5016949760001808,149,1.9898,39.96051581299662,0.036347128411661704
1.5517501759995866,151,1.9898,39.9564203314069,0.0423531245711569
1.601805301999775,162,1.9898,219.75771272973026,0.0
1.6518630390000908,165,1.9898,59.9234813094482,0.02639818077602253
1.7019187019996025,167,1.9898,39.95946591699885,0.04038784034130238
1.7519751609997911,176,1.9898,179.78121345554223,0.0
