timestamp_s,encoder_counts,micrometer_mm
5.163199966773391e-05,1,2.0174000000000003
0.0051094009995722445,1,2.0174000000000003
0.010170411000217427,1,2.0174000000000003
0.015227568999762298,1,2.0174000000000003
0.020282837999729963,9,2.0174000000000003
0.025345551000100386,47,2.0174000000000003
0.030409191000217106,104,2.0174000000000003
0.035469329999614274,157,2.0174000000000003
0.040525135999814665,182,2.0174000000000003
0.04558121999980358,204,2.0174000000000003
0.05063771099958103,211,2.0174000000000003
0.055692553999506345,218,2.0174000000000003
0.060747951999474026,257,2.0174000000000003
0.06580240599942044,297,2.0174000000000003
0.07085906399970554,317,2.0174000000000003
0.07591636999950424,321,2.0174000000000003
0.08097273200019117,325,2.0174000000000003
0.08602813000015885,336,2.0174000000000003
0.0910846209999363,372,2.0174000000000003
0.0961397789997136,400,2.0174000000000003
0.1011959930001467,418,2.0174000000000003
0.10625437299950136,430,2.0174000000000003
0.11131542000021,437,2.0174000000000003
0.11637157699988165,444,2.0174000000000003
0.12142688299991278,479,2.0174000000000003
0.12648139300017647,512,2.0174000000000003
0.13153808799961553,550,2.0174000000000003
0.13659344899951975,613,2.0174000000000003
0.1416494220002278,645,2.0174000000000003
0.14670446799937054,660,2.0174000000000003
0.15175975599959202,664,2.0174000000000003
0.15681565399972897,677,2.0174000000000003
0.16190153600018675,726,2.0174000000000003
0.1669576189997315,778,2.0174000000000003
0.17201329599993187,829,2.0174000000000003
0.17706854599964572,877,2.0174000000000003
0.18212483299976157,909,2.0174000000000003
0.18718108400025812,917,2.0174000000000003
0.19223644500016235,918,2.0174000000000003
0.19729236199964362,933,2.0174000000000003
0.20234859399988636,984,2.0174000000000003
0.20740425199983292,1036,2.0174000000000003
