timestamp_s,encoder_counts,micrometer_mm,actual_cps,duty_out
0.00017397699957655277,4,1.9991,0.0,1.0
0.05024283300008392,313,1.9984000000000002,6170.357828614551,0.0
0.10030172599999787,609,1.9812,5914.814245761057,0.0
0.15036713700010296,611,1.9812,39.93655678617588,1.0
0.2004260109997631,1019,1.9812,8152.791627730805,0.0
0.2504819959995075,1318,1.9812,5973.590098842681,0.0
0.3005448149997392,1315,1.9812,-59.91584699498425,1.0
0.3506055230000129,1703,1.9812,7750.738797154133,0.0
0.4006704149996949,1999,1.9812,5911.900223778954,0.0
0.4507286790003491,1998,1.9812,-19.98010700613464,1.0
0.5007909050000308,2382,1.9812,7669.602932933759,0.0
0.5508519459999661,2677,1.9824000000000002,5892.710010596805,0.0
0.6009091910000279,2675,1.9816,-39.95950423957045,1.0
0.6509649729996454,3088,1.9816,8251.020908929606,0.0
0.7010326620002161,3374,1.9816,5708.654164053036,0.0
0.751093093000236,3375,1.9816,19.985090722629163,1.0
0.8011521339994943,3781,1.9816,8111.767205207893,0.0
0.8512080829996194,4065,1.9816,5673.714318792591,0.0
0.9012717730001896,4063,1.9816,-39.943957030899185,1.0
0.9513324620002095,4475,1.9816,8230.010413283966,0.0
1.0013908179998907,4752,1.9759,5534.078093706694,0.0
1.051450637999551,4751,1.9784000000000002,-19.974896349433273,1.0
1.1015129750003325,5176,1.9784000000000002,8489.048448352743,0.0
